,zwickau_s_#,similarity_score,london,zwickau
218,203,0.5896849086186211,quod stagnum dicitur hodie ad aquas maron ubi iosue cum iabyn rege asor et aliis 28 regibus dimicauit et uictor existens persecutus est eos usque ad aquas masrepha et usque ad sydonem magnam fere per 8 leucas,aque maron medio tamen loco inter belenas <in stagnum colligitur> et mare galilee quandam uallem ingrediens in stagnum colligitur quod dicitur ad aquas maron ubi iosue cum iabin rege azor et aliis 24 regibus dinimicauit et uictor existens persecutus est eos usque ad aquas masrefa et usque ad sydonem magnam fere per 10 leucas
219,204,0.281102236502654,hec aqua tempore estiuo exsiccatur pro magna parte,hec tempore estiuo pro magna parte siccatur unde crescunt ibi arbusta et herbe multum condense in quibus habitant leones et ursi et alie bestie et sunt ibi uenationes regie
220,204,0.41411856687708165,unde crescunt ibi arbusta et herbe dense ualde,hec tempore estiuo pro magna parte siccatur unde crescunt ibi arbusta et herbe multum condense in quibus habitant leones et ursi et alie bestie et sunt ibi uenationes regie
221,350,0.5567381695335368,in quibus latitant leones et ursi et bestie alie et sunt ibi uenationes regie,sunt preterea ibi ruine maxime palaciorum turrium et regalium edificiorum in quibus latitant leones et bestie et sunt ibi uenationes regie
222,205,0.7804059842998295,medietas huius uallis est in hac secunda diuisione que respicit aquilonem alia medietas in sequenti tercia constituta,medietas huius uallis constituta est in hac secunda diuisione que respicit aquilonem
223,206,0.5886314832009372,terra autem que est ultra hanc uallem et in litore iordanis orientali per totum usque ad lybanum qui est ad sinistram et usque ad montem hermon qui est contra uulturnum et usque ad ciuitatem bosra que est ad orientem in monte swanix qui coniungitur cum monte hermon appellatur in iosue planicies lybani siue regio traconitis pro eo quod cum aquis fluuialibus omnino careat terra ista incole terre tempore pluuiarum aquas colligunt in berkilibus et cysternis quas per tracones de loco ad locum ducunt ut et se et sua iumenta alant,terra autem que est ultra hanc uallem et ultra fluxum iordanis usque ad lybanum qui est ad sinistram et usque ad montem hermon qui est contra uulturnum et usque ad ciuitatem bosra que est ad orientem in monte seyr appellatur in iosue planicies lybani alias dicitur traconitidis regio
224,209,0.6262024951423817,hic necessarium uidetur quia de montibus lybano et hermon et suanir mentionem feci plenius de eis dicam ad intellectum aliorum,hic necessarium uidetur quia de montibus libani et hermon et swanyr plenius de ipsis aliquid dicam ad intellectum aliorum
225,212,0.4465447822655058,unde sciendum quod montana que sunt super torrentem amon que sunt inter amon et moab et amorreos item mons galaad qui est in terra og regis basan item mons suanir et hermon supra baalgad et mare galilee et mons lybani sunt omnia unus mons continuus sed in diuersis locis diuersis nominibus appellantur sicut palam est uidere in alpibus que seperant teutoniam et lombardiam,item mons swanir et hermon supra mare galilee usque in baalgad et inde usque ad introitum emath ubi accedit lybanus sunt continua montana quasi mons unus sed in diuersis locis diuersis nominibus appellatur sicut palam est uidere in alpibus que separant lumbardiam et theutoniam et hartone inter saxoniam et <churiginsiam> et thuringiam
226,213,0.5787345306774611,mons tamen galaad altissimus est inter omnes montes istos et omnium uidetur quasi caput esse,mons tamen galad altissimus est inter omnes montes istos et uidetur quasi omnium capud esse unde credo dictum illud ieremie galaad tu mihi capud lybani
227,213,0.4418738706308387,unde ad litteram dictum credo illud ieremie galaad tu mihi caput lybani,mons tamen galad altissimus est inter omnes montes istos et uidetur quasi omnium capud esse unde credo dictum illud ieremie galaad tu mihi capud lybani
228,214,0.475884627153661,monti galaad coniungitur mons suanir et appellatur eciam seyr quia ibi habitabat aliquando esau ut infra dicetur et est ultra mare galilee et cecidit in sortem dimidie tribus manasses,isti autem adiungitur mons swanir qui etiam seyr appellatur et cecidit in sortem dimidie tribus manasse
229,215,0.4742357704066874,illi idem coniungitur mons hermon que circuit traconitidem regionem et procedit usque iuxta damascum ubi cum libano se copulat inter belonas et damascum,isti inde adiungitur mons hermon qui circuit traconitidem regionem usque iuxta damascum ad introitum emach ubi libanus se fere illi iungit
230,216,0.5521557237405117,ipse autem lybanus supra ciuitatem belonas altior est meo iudicio quam sit usquam per totum spacium quo lybanus appellatur,ipse autem libanus meo iudicio in loco illo altior est quam sit usquam ubi lybanus appellatur
231,217,0.660376753878688,distat autem in isto loco a tyro per 2 leucas et plane uidetur in tyro et ego in media nocte etiam ibidem lucide uidi illum,distat autem ibidem a tyro per 11 leucas et cum in tyro plane uidetur et ego in media nocte ibidem plane uidi illum
232,218,0.5495311574473756,habet autem 5 dietas in longitudine et habet per totum illud spacium caput niuibus coopertum et magis ac magis accedit ad mare in tantum ut cum in principio sui hoc est super belonas distet a mari per 2 leucas in fine hoc est iuxta arachas non distat nisi per 3 leucas,habet autem in longitudine 5 dietas per totam illam longitudinem habens capud niuibus tectum siue coopertum et magis ac magis accedit ad mare in tantum ut cum in tyro distet a mari per 11 leucas ut dictum est in principio sui
233,220,0.7788877294786183,uidetur autem a nauigantibus mare a tyro usque anteradum per totam uiam et sub ipso antylibanus similiter ad mare semper propius acccedendo,uidetur a nauigantibus mare a tyro usque in antaradum per totam uiam et sub ipso antilibanus similiter ad mare semper propius accedens
234,221,0.3794303292821787,ualles autem in ipso lybano et antylibano fertiles sunt et bene culte habundantes pascuis uineis ortis et pomeriis et breuiter omnibus bonis mundi,ualles autem in ipso libano et antilibano fertiles sunt et bene culte habundantes palmetis oliuetis ficetis uinetis et omnibus mundi bonis et habitant in eis ut dictum est supra gentes multe ut maronite armeni greci nestoriani iacobini georgiani qui omnes sunt christiani et ut ipsi mihi dixerunt et alii testabantur romane ecclesie obedientes
235,221,0.39754355498620403,habitant in eo gentes multe sicut dictum est supra ut maronite armeni greci nestoriani iacobite georgiani,ualles autem in ipso libano et antilibano fertiles sunt et bene culte habundantes palmetis oliuetis ficetis uinetis et omnibus mundi bonis et habitant in eis ut dictum est supra gentes multe ut maronite armeni greci nestoriani iacobini georgiani qui omnes sunt christiani et ut ipsi mihi dixerunt et alii testabantur romane ecclesie obedientes
236,221,0.3569504530554478,qui omnes sunt christiani et ut ipsi dicunt romane ecclesie obedientes,ualles autem in ipso libano et antilibano fertiles sunt et bene culte habundantes palmetis oliuetis ficetis uinetis et omnibus mundi bonis et habitant in eis ut dictum est supra gentes multe ut maronite armeni greci nestoriani iacobini georgiani qui omnes sunt christiani et ut ipsi mihi dixerunt et alii testabantur romane ecclesie obedientes
237,785,0.10016712877936979,tercia distinctio,azotus inde 3 leucis contra austrum 1 leuca a mari est azotum opidum tercia de ciuitatibus 5 philistinorum nunc <modicum est casale> similiter redacta ad casale ualde modicum
238,222,0.39988885153948805,tertia diuisio procedit ab accon contra uulturnum et in hac 4 leucis ab accon est castellum iudin dictum in montanis saron quod fuit domus teuthonice sed modo est destructum,castellum iudith secunda diuisio est contra orientem cuius prima pars procedit de achon contra uulturnum et in hac 4 leucis ab achon distat castellum iudith dictum
239,107,0.19944611657440717,inde 3 leucis est castellum regium in ualle quondam domus eiusdem habundans omnibus bonis et fructibus qui etiam in terra illa rari sunt nisi ibi,nunc ciuitas ipsa cum castris et terra adiacente est milicie templi et est terra ista fertilis ualde habundans omnibus bonis et aere serenissimo et non uidi in terra illa locum mihi magis placentem
240,1061,0.13043092256109998,nunc sarraceni tenent illud,sarraceni tamen dominantur in terra sed timent plurimum bodwinos
241,224,0.4719194008408554,inde 4 leucis contra aquas maron est uallis sennym ubi heber cyneus tetenderat tabernaculum non longe a ciuitate asor cuius uxor nomine iahel sysaram principem milicie iabim regis asor clauo tabernaculi transfixum per tempora interfecit sicut dicitur iudicum,uallis semnim inde 4 leucis uallis semnim ubi eber cyneus tetenderat tabernaculum cuius uxor iabel ibidem saram clauo tabernaculi per tympora transfixum interfecit
242,225,0.4815261251302348,ab ista ualle ad 2 leucas est castrum kabul quod sarraceni zabul uocant a quo terra illa cabul est appellata quod displicentiam sonat ut dicitur 3 regum,ab ista ualle ad 2 leucas est castrum cabul a quo terra illa est cognominata quod displicentia interpretatur
243,226,0.6426913518697418,inde contra austrum ad 2 leucas est castrum et ciuitas sophet pulchrius et firmius meo iudicio omnibus castris que uidi situm in monte altissimo quod fuerat milicie templi sed proditum et cassum ignominose nimis et in iacturam totius christianitatis quia soldanus de illo tenet totam galyleam scilicet tribum zabulon et neptalim aser et ysachar et manasse et omnem terram usque accon et tyrum et sydonem,inde ad 5 leucas contra austrum est castrum scilicet sephet et est pulchrius et forcius meo iudicio omnibus castris que unquam uidi et in monte alto situm quod fuerat milicie templi perditum ignominiose nimis et in iacturam totius christianitatis quia soldanus inde optinet galileam scilicet tribum sabulon et neptalim asser et ysachar et magnam partem tribus manassen et omnem terram usque achon et tyrum et sydonem
244,227,0.515881663206677,item contra aquilonem 4 leucis iuxta uallem sennym fere est cedes neptalim,inde contra aquilonem fere ultra uallem semnim 4 leucis de sephet est cedes neptalim
245,228,0.6868291797607127,de hac fuit barach filius achinoe qui contra sysaram pugnauit in monte thabor,de hac fuit barach filius achynoe qui pugnauit contra sysaram
246,229,0.6952170327435478,hec fuit ciuitas fugitiuorum in tribu neptalim habundans omnibus bonis mundi et monstrantur ibidem adhuc ruine magne et sepulchra pulcherrima antiquorum,hec fuit ciuitas fugitinorum in tribu neptalim habundans omnibus bonis et sunt adhuc ibi ruine magne et sepulcra pulchra antiquorum
247,233,0.4635713888887063,de castro sophet 2 leucis in descensu montis contra orientem ad iactum lapidis a mari galilee supra uiam que ducit ad orientem est ascensus montis illius in quem tociens ascendit dominus ihesu christus in quo fecit sermonem illum longum secundum matheum in quo saturauit 5 milia hominum de 5 panibus et 2 piscibus illuc dimissa turba ascendit solus orare fugit in ipsum cum uellent eum facere regem ibi docuit discipulos orare in eo erat pernoctans in oracione ibi eo discendente supplicauit centurio pro puero paralitico ibi uenit ad eum multitudo languentium et qui uexabantur a spiritibus inmundis ibi tetigit leprosum et sanauit eum ibi stetit in loco campestri et turba discipulorum eius,dimissa enim turba ascendit illuc solus orare in ipsum fugit cum uellent ipsum facere regem ibi etiam discipulos docuit orare in hunc ascendit cum uidit magnam multitudinem uenientem ad se in eo erat pernoctans in oratione ibidem suplicauit centurio pro puero paralitico ibi ad eum uenit multitudo languentium
248,234,0.5343856345108279,de isto monte uidetur totum mare galilee et ythurea et traconitis regio usque ad lybanum mons insuper suanir et hermon terra zabulon et neptalim usque cedar et uniuersa conereth usque dothaym et bethuliam et alia loca multa,de isto monte uidetur totum mare galileeyturea insuper et traconitidis regio usque ad libanum et montem seyr terra zabulon et terra neptalim et uniuersa teneroth usque dothaim et alia multa
249,231,0.5339121166124721,est autem longus quantum iactus est duorum arcuum latus quantum est iactus lapidis uel amplius herbosus et amenus et habilis ad predicandum,mons ille longus est ad 2 arcuum iactus latus quantum est iactus lapidis amenus supra modo et abi<l>lis ad predicandum
250,230,0.3983212317417303,ostenditur adhuc ibi lapis in quo sedit predicans dominus ihesus christus et apostolorum sessiones,de sephet in descensu montis contra orientem 5 leucis ad iactum lapidis a mari galilee supra uiam que ducit ad occidentem est ascensus illius montis quem ascendit totiens dominus ihesus christus in quo fecit sermonem de beatitudinibus in quo etiam pauit 5000 hominum de 5 panibus et 2 pistibus et ostenditur ibi lapis in quo stetit dominus ihesus ad predicandum et sessiones apostolorum
251,1074,0.15370128772321748,uocatur autem a christianis tabula siue mensa,et est ibidem lapis in quo dicitur eos siccasse et hec omnia reuerationi habentur a christianis et sarracenis
252,236,0.5871372648219338,in pede montis huius iuxta mare ad 30 fere passus oritur fons unus muro circumdatus quem dicunt uenam esse nili quia toranium piscem nutrit qui nusquam alibi inuenitur,fons capharnaum in pede montis iuxta mare ad 30 fere passus oritur fons quem dicunt uenam esse nyli quia corianium piscem nutrit
253,237,0.6069403970460217,iosephus fontem hunc appellat fontem capharnaum quia totus campus qui est ab isto fonte usque ad iordanem per 2 leucas capharnaum appellatur,iosephus fontem istum appellat capharnaum quia totus campus ab eo usque capharnaum sic appellatur qui est fere 3 leucarum
254,238,0.8142732087234931,de fonte isto ad 20 passus supra mare galilee est locus ubi post resurrectionem suam stetit ihesus in litore 7 discipulis piscantibus dicens eis pueri numquid pulmencarium habetis,mensa de fonte isto ad 20 passus supra mare galilee est locus ubi post resurrectionem steti ihesus in littore 7 discipulis piscantibus dicens eis pueri nam quid pulmentarium habetis
255,268,0.4926251791638978,ubi eciam in lapide uidi tria uestigia domini ihesu lapidi impressa in die beati augustini cum ibi essem sed cum postea in festo annunciationis redissem sarraceni lapidem illum detulerant de loco illo,de bethsaida contra orientem 1 leuca supra litus maris est unus locus ubi stetit ihesus in littore post resurrectionem quando dixit pueri numquid pulmentarium habetis cuius uestigia uidi lapidi impressa in die beati augustini cum ibi essem sed postea in festo annunciationi cum redissem sarraceni hunc lapidem omnino tulerant
256,239,0.6383921072474046,inde ad 10 passus est locus ubi egressi discipuli de naui uiderunt prunas positas et piscem superpositum et panem,ibidem ad 10 passus est locus ubi uiderunt prunas positas et piscem superpositum et panem et distat capharnaum ab isto contra orientem ad 1 leucam
257,270,0.5587097976761217,de isto loco ad 1 leucam contra orientem est capharnaum ciuitas quondam gloriosa sed nunc est ualde uilis uix habens 7 domos pauperum piscatorum,capharnaum de loco isto qui uocatur mensa cum tabula ad ½ leucam est capharnaum ciuitas quondam gloriosa sed nunc est ualde uilis uix habens 6 domos pauperum piscatorum et est inpletum de ea uerbum domini et tu capharnaum si in celum ascenderis in infernum detraheris
258,270,0.42278051258128807,et est uere impletum in ea illud uerbum domini ihesu et tu capharnaum si in celum ascenderis usque in infernum de mergeris,capharnaum de loco isto qui uocatur mensa cum tabula ad ½ leucam est capharnaum ciuitas quondam gloriosa sed nunc est ualde uilis uix habens 6 domos pauperum piscatorum et est inpletum de ea uerbum domini et tu capharnaum si in celum ascenderis in infernum detraheris
259,275,0.3375952323270924,de isto loco ad 2 leucas iordanis fluuius mare galylee ingreditur in cuius ulteriori litore uidentur adhuc ruine ciuitatis corozaym supra mare galylee,corrosaym in cuius littore uidentur adhuc ruine ciuitatis corrosaim supra mare ad 1 leucam
260,276,0.5150642639025823,de loco isto scilicet corozaym ad 1 leucam incipit ascensus montis suanir siue seyr secundum quosdam et introitus ydumee,de illo loco incipit ascensus montis seyr siue introitus ydumee
261,290,0.5101550373886365,inde ad 3 leucas est cedar ciuitas gloriosa et firmo loco sita,cedar inde ad tres leucas est cedar ciuitas gloriosa et firmo loco sita in monte seyr contra orientem et per hanc ciuitatem transit uia que ut dictum est supra transit per litus mare galilee et ducit ad occidentem
262,290,0.6299966300584029,in monte suanir contra orientem et per hanc ciuitatem transit uia que ut dictum est supra transit per litus maris galilee et ducit ad occidentem sicut dicitur in thobia,cedar inde ad tres leucas est cedar ciuitas gloriosa et firmo loco sita in monte seyr contra orientem et per hanc ciuitatem transit uia que ut dictum est supra transit per litus mare galilee et ducit ad occidentem
263,250,0.5185070110406492,in ysaia autem uia ista uocatur uia maris transiordanem galilee gentium,in ysaia uero dicitur uia maris transiordanem galilee gentium quia in littore maris procedit ab uno fine usque ad alium finem eius
264,250,0.3224343497086867,uia enim maris dicitur quia omnino precedit in litore maris transiordanem additur quia ducit ultra iordanem in regionem que dicitur aran galilee gentium additur quia in rei ueritate galilea gentium ibidem in iordane terminatur,in ysaia uero dicitur uia maris transiordanem galilee gentium quia in littore maris procedit ab uno fine usque ad alium finem eius
265,240,0.7170001635377422,ab isto autem loco ubi iordanis mare influit galilee usque cedes neptalim sunt 4 leuce et medio loco inter eas est alia medietas aquarum maron de qua dictum est supra,aque maron inter istum locum et cedes neptalim sunt 4 leuce et medio loco inter eas est alia medietas aquarum maron de qua dictum est supra
266,241,0.725654847506855,transit autem iordanis per medium huius uallis aquarum maron et egrediens de ipsa dirigit cursum suum contra orientem primo deinde contra austrum et sic mare ingreditur galilee,transit autem iordanis per medium huius uallis et egrediens de ipsa dirigit cursum suum contra orientem usque ad mare galilee et sic ipsum ingreditur
267,277,0.5376693449240547,de ciuitate corozaym et ostio fluuii iordanis 4 leucis contra aquilonem est suecha ciuitas unde in iob dicitur baldach suithes,de ciuitate corrosaim et ostio fluminis iordanis 4 leucis contra aquilonem est switha ciuitas unde in iob baldach swithes dicebatur
268,278,0.6556832735717233,iuxta eam est pyramis beati iob ad orientem,iuxta istam est pyramis beati iob
269,279,0.8119903003506994,in planioribus locis sub ciuitate ista uersus ciuitatem cedar consueuerunt conuenire sarraceni de aran et mesopothamia et hamon et syria de moab et amon et tota terra orientali circa fontem fiale de quo dictum est supra et habere nundinas toto tempore estatis propter locorum amenitatem et erigere tentoria diuersorum colorum que in ciuitate cedar existentibus in monte pulchrum generant perspectum ualde,in planioribus locis iuxta ciuitatem cedar consueuerunt conuenire sarraceni de aran et mesopothamia et haman et syria de moab et amon et de tota terra orientali circa fontem phyalam ad nundinas toto tempore estatis propter locorum amenitatem et erigere tentoria diuersorum colorum que in ciuitate cedar existentibus in monte pulcrum ualde generant prospectum
270,280,0.8517121482589067,que tabernacula cedar in canticis appellantur,que tabernacula cedar appellantur in canticis
271,281,0.7066313784015409,de ciuitate corozaym 4 leucis contra orientem est ciuitas cedar in monte alto sita quam iosephus appellat camelam pro eo quod mons in quo sita est in modum cameli est dispositus in principio longior in modum colli et capitis cameli in medio gibbum habens ut dorsum et incipiens in fine in modum caude declinare,de ciuitate corrozaim 4 leucis contra orientem cedar ciuitas est in monte sita quam iosephus appellat camelam pro eo quod mons in quo sita est in modum cameli est disponitus in principio longior in modum capitis et colli cameli in medio deorsum habensque gibbum et infine sicud cauda declinans
272,282,0.7080222297402217,hic nota quod sicut dictum est supra tota terra ultra iordanem in litore eius orientali appellatur traconitis regio siue planicies lybani usque ad montem hermon et bosra,hic nota quod tota terra que est ultra iordanem in littore eius orientali appellatur traconitidis regio siue planicies libani usque ad montem hermon siue bosra
273,283,0.6652310659871444,circa iordanem uero tota terra que est a sophet usque ad litus iordanis occidentale appellatur galilea gentium siue ythurea siue kabul siue pentapolis et uia maris transit per medium eius ab accon scilicet procedens per uallem terre aser que nunc sancti georgii appellatur in sinistro habens ciuitatem sephet et per litus maris usque cedar ad montana scilicet traconitidis regionis supra quam est terra aram,litus uero iordanis occidentale dicitur yturea siue galilea gencium siue kabul siue decapolis et uia maris transit per medium eius ab achon scilicet procedens per uallem terre asser que nunc sancti georii dicitur in sinistro habens ciuitatem sephet et per litus maris usque cedar ad montana consurgens traconitidis regionis
274,284,0.4326617471946906,unde dicit quedam glossa uir erat in terra hus nomine iob,unde dicit quedam glossa uir erat in terra <hus> nomine hus iob glossa aran pater sirorum qui condidit damascum et siriam genuit hus conditorem traconitidis regionis
275,284,0.6469330189213396,glossa aram pater syrorum qui condidit damascum et syriam genuit hus conditorem traconitidis regionis,unde dicit quedam glossa uir erat in terra <hus> nomine hus iob glossa aran pater sirorum qui condidit damascum et siriam genuit hus conditorem traconitidis regionis
276,285,0.6835546119052016,hic inter celessyriam et palestinam tenuit principatum,<unde dicit quedam glossa> hic inter celessiriam et palestinam tenuit principatum
277,286,0.551129228751378,que terra ab eo terra hus est dicta,que terra ab eo hus est dicta unde uir erat in terra hus siue husicide regione
278,286,0.5465802836764225,unde uir erat in terra hus siue in regione husitide,que terra ab eo hus est dicta unde uir erat in terra hus siue husicide regione
279,287,0.6283571176359661,hanc habuit philippus tetracha sicut et ythuream que est circa iordanem ad occidentem usque ad montes sydoniorum et tyriorum et acconensium qui pheniciam ab ipsa diuidunt tam in ista tercia diuisione quam in precedenti secunda et terminatur in lybano ad aquilonem in iordane ad orientem in mari galilee ad meridiem in montibus phenicie ad occidentem,hanc tenuit phillippus tetrarcha sicud et ytuream que est citra iordanem ad occidentem usque ad montes sydoniorum et tyriororum et achonensium que pheniceam ab ea diuidunt et terminantur ab aquilone in lybano in iordane ab oriente in mari galilee ad meridiem in montibus phenicie ad occidentem sicud dictum est
280,207,0.44355132142318193,de quarta diuisione,de diuisione quarte orientalis
281,246,0.2887944485131861,quarta diuisio incipit ab accon et procedit directe contra orientem iuxta castrum sephet illud relinquens ad sinistram,secunda pars quarte orientalis incipit ab achon et procedit contra orientem in latere australi castri sephet
282,271,0.16913448124823482,inde in litore maris galylee ante ciuitatem capharnaum ante locum ubi dominus matheum uocauit de thelonio cuius domus et locus sessionis hodie ibi cernitur in strata regia,ante capharnaum in uia regia que ducit ad occidentem que eciam uia maris dicitur est usque hodie locus ubi sedit matheus ad theoloneum
283,206,0.13544460948293618,inde ultra riuum iordanis ad montana hermon conscendit,terra autem que est ultra hanc uallem et ultra fluxum iordanis usque ad lybanum qui est ad sinistram et usque ad montem hermon qui est contra uulturnum et usque ad ciuitatem bosra que est ad orientem in monte seyr appellatur in iosue planicies lybani alias dicitur traconitidis regio
284,207,0.2390693373801217,sunt autem in hac diuisione ciuitates iste,de diuisione quarte orientalis
285,252,0.4928580331120035,primo post accon ad 5 leucas est casale quod dicitur sangeor ubi idem sanctus creditur fuisse natus et est situm inter montana in ualle pingui ualde et fertili et amena,sanctus georgius de achon igitur procedendo contra orientem primo ad 5 leucas occurrit casale ualde bonum quod dicitur sanctus georgius ubi idem sanctus creditur fuisse natus et est situm inter montana phenicie in ualle supra modum pingui et amena et fertili
286,253,1.0,que amenitas protenditur usque ad mare galilee,que amenitas protenditur usque ad mare galilee
287,254,0.35091040668244744,et fuit uallis sortis aser usque iuxta sephet per 10 leucas et propter eius amenitatem ad litteram dici poterat illud gen,et fuit uallis illa de tribu asser usque iuxta sephet et propter amenitatem eius ueraciter dici poterat de asser illud genesis asser pingwis panis eius prebens delicias regibus quod utique uerificatum est in sorte tribus huius
288,254,0.3655757391995944,aser pinguis panis eius et prebens delicias regibus,et fuit uallis illa de tribu asser usque iuxta sephet et propter amenitatem eius ueraciter dici poterat de asser illud genesis asser pingwis panis eius prebens delicias regibus quod utique uerificatum est in sorte tribus huius
289,254,0.3951788232408188,quod utique uerificatum fuit in sorte tribus huius,et fuit uallis illa de tribu asser usque iuxta sephet et propter amenitatem eius ueraciter dici poterat de asser illud genesis asser pingwis panis eius prebens delicias regibus quod utique uerificatum est in sorte tribus huius
290,255,0.6062476840389087,inde ad 4 leucas contra austrum fere sed declinando aliqualiter contra orientem est uilla naason de tribu neptalim in ualle sita de qua legitur in thobia,inde contra austrum ad 4 leucas est naason de tribu neptalim de qua legitur in thobia
291,256,0.6726960327543825,inde ad 3 leucas contra austrum est dothaym ubi ioseph inuenit fratres suos situm sub monte bethulie ad 1 leucam opidum ualde amenum uineis oliuetis et ficubus habundans et pascuis pinguibus,dotayn inde ad austrum ad 3 leucas est dothaim ubi ioseph inuenit fratres suos situm sub monte bethulie <ud> ad 1 leucam opidum ualde bonum amenum uineis et oliuetis et ficetis et pascuis
292,257,0.4057802830240318,ibidem adhuc in campo ostenditur cysterna in qua fuit missus ioseph quam etiam ibi uidi iuxta uiam que de galaad ueniens coniungitur in bethsayda cum uia que de syria ducit in egyptum ascendens de dothaym iuxta montem bethulie et inde per campum esdrelon procedens sub monte thabor ad sinistram per campum magedo ascendit montem effraym uenit in ramatha sophim per gazam ducit in egyptum,ibidem adhuc in campo ostenditur cisterna ioseph et uia que ducit in egiptum de syria non longe distat a cisterna procedens inde per uiam dothaym et ad montana conscendens transit per planiciem galilee iuxta montem thabor per campum et uillam maggedo ascendens usque ad montem effraim uenit in ramathasophin et inde per terram philistim in egiptum
293,258,0.7921054332942606,per hanc uiam uenerunt ysmahelite qui emerunt ioseph,per hanc ueniunt ysmahelite qui emerunt ioseph
294,259,0.29259355815285115,de ista uilla dothaym legitur 4 regum quod syri in ea uallauerunt heliseum qui eos inde duxit ad medium samarie que distat inde fere per 1 dietam,in eodem opido dotayn heliseus uallatus a syris duxit eos ad medium samarie que inde distat per bonam dietam
295,260,0.8237239331376879,nota tamen quod dothaym non solum est uilla sed etiam contracta ab ipsa uilla dicta quia illi ab antiquo adiacet sita in terra campestri inter montes hinc inde non multum altos irrigua fontibus et ideo pascuosa et alendis pecoribus apta,nota tamen quod dothain non solum est uilla sed contracta ab eadem uilla sic dicta quia illi adiacet sita in terra campestri inter montes hinc inde non multum altos irrigua fontibus et ideo pascuosa et alendis pecoribus apta
296,262,0.38035101381187836,de nason 2 leucis contra orientem de dothaym 3 contra aquilonem est ciuitas neptalim de qua fuit thobias firmo loco ualde sita,neptalim thobie de naason 2 leucis contra orientem de dotaym 3 leucis contra aquilonem neptalyn est ciuitas thobie nunc casale ualde modicum sed alto loco situm non longe a sephet nunc dicitur syrin
297,1054,0.21000821005319853,habet enim ab occidente montem altum ualde et penitus inaccessibilem nisi a parte orientis per breue spacium,terra egypti fere inaccessibilis est
298,563,0.14035273709086943,hanc puto tempore excidii secundum iosephum iocapatam dictam,de magnitudine ierusalem de magnitudine ciuitatis sancte sciendum quod secundum iosephum absque monte syon habuit ambitus ciuitatis per gyrum 33 stadia
299,184,0.3285137574343268,in qua idem iosephus obsessus fuit a romanis et captus ut ipse testatur,hanc munierat iosephus tempore discidii contra romanos et in ea obsessus et captus fuit sicud ipse testatur narrans multa de preconio huius ciuitatis et monstrantur diricie eius usque in presentem diem
300,227,0.11754428895407502,nunc syrin dicitur et distat de sephet parum plus quam per leucam,inde contra aquilonem fere ultra uallem semnim 4 leucis de sephet est cedes neptalim
301,263,0.5904087421991324,de neptalim per 2 leucas in angulo maris galilee ubi idem ab aquilone curuari incipit contra austrum sita est bothsaida ciuitas andree et petri et philippi nunc uix habet 6 domos iuxta uiam que de syria ducit in egyptum,bethsaida de neptalim 2 leucis contra orientem supra mare galilee est bethsaida ciuitas andree petri et phillippi nunc uix habet 6 domos iuxta uiam que ducit ad occidentem cui coniungitur uia que de syria ducit in egiptum et est sita uia ista in cornu maris galilee ubi sanctum ipsum mare curuari incipit ab aquilone in austrum
302,358,0.17144918522445826,habuit antiquitus aqueductum de fluuio quem iosephus uocat paruum iordanem et medio loco inter ipsam et capharnaum ingreditur mare galilee,etiam extenditur mons ille in longitudine contra mare galilee 4 miliaribus et terminatur non longe a loco ubi iordanis mare galilee ingreditur
303,814,0.6941546251003355,huius uestigia adhuc apparent,huius uestigia adhuc in antiquo apparent
304,264,0.6905064555885256,inde 2 leucis contra meridiem est magdalum castellum marie magdalene cuius domum adhuc uidi ibidem et intraui,magdalum inde 2 leucis contra meridiem magdalum castellum maria magdalene similiter in littore maris situm cuius domum ibidem uidi et intraui
305,265,0.6634374803706925,situm est autem in litore maris distans a bethulia 2 leucis contra uulturnum fere et habet a parte occidentis et aquilonis planiciem magnam et pascuosam,distat a bethulie et dothaym 2 leucis contra uulturnum fere ameno loco situm et habet a parte occidentis et aquilonis planiciem magnam et amenam et pascuosam
306,207,0.15356528826825036,et nota quod ista quarta diuisio non habet uillas aliquas amplius circa mare galylee sed in alio eius litore sunt ciuitates et castella plura ad hanc diuisionem pertinentia in terra gecasenorum que hinc directe est opposita,de diuisione quarte orientalis
307,50,0.1084932491101496,in hac sunt ciuitates plures ut gerasa gadera pella suecha a qua fuit baldach suithes theman a qua ebifar thomanites et plures alie,in hac palestina erant episcopi plures et archiepiscopi et ciuitates munite ualde
308,336,0.1804749649598294,gerasa tamen ciuitas sita est in litore maris galylee sub monte seyr contra tyberiadem fere sed modico declinans ad aquilonem et erat de tribu manasse dimidia que ultra iordanem sortem acceperat,in longitudine uero protenditur a ciuitate tyberiade et toto littore aquiloni maris galylee usque in damascum
309,23,0.1811741394619958,et nota quod tota terra ista ultra mare galylee montuosa est ualde ut mihi uidetur quia eam non intraui et erat de regno regis basan pro parte et pro parte aliqua dicitur mons seyr quia esau ibi habitauit ut statim dicetur,sciendum autem in principio quod terra ista quam sanctam dicimus que cecidit in sortem 12 tribuum israel pro parte aliqua dicebatur regnum iudee quia erat 2 tribuum scilicet iude et beniamin pro parte altera dicebatur regnum samarie scilicet ciuitatis illius que nunc sebaste dicitur et erat caput et metropolis 10 tribuum reliquarum que israhel dicebantur
310,584,0.15464405129340777,dicebatur insuper alibi mons suanir quia ille erat in ea,et ille erat totus ambitus ciuitatis
