,original,processed
90,post territorium autem sydoniense et montana media inter nos et sarracenos qui bacharite dicuntur et passum canis inhabitant usque berethum est proprie ythurea regio in valle que dicitur bakar et quia ad radices lybani extenditur in longum saltus lybani appellatur,post territorium autem sidoniense et montana media inter nos et sarracenos qui bacarite dicuntur et passum canis inhabitant usque beretum est proprie iturea regio in uale que dicitur bakar et quia ad radices libani extenditur in longum saltus libani appelatur
91,de tyberiade redeundo contra occidentem per abelina et roma ad leucas contra austrum est sephorum oppidum et castrum desuper valde pulchrum de quo ioachim pater beate virginis dicitur oriundus fuisse et est in tribu aser iuxta vallem carmeleon,de tiberiade redeundo contra occidentem per abelina et roma ad leucas contra austrum est seporum oppidum et castrum desuper ualde pulcrum de quo ioacim pater beate uirginis dicitur oriundus fuisse et est in tribu aser iuxta ualem carmeleon
92,de sephoro ad leucas contra austrum fere sed modicum declinando ad orientem est nazaret civitas galylee illa bene dicta in qua virga de radice yesse facta ad eam angelica salutatione de spiritu sancto concepit ventris fructum benedictum ihesum christum distat autem ab accon per leucas est hodie in ea permanens locus in quo angelus gabriel beate virgini attulit nuncium salutare dicens ei ave gratia plena dominus tecum benedicta tu in mulieribus plures missas dixi in loco isto immo ipso die scilicet annunciationis quando fuit verbum caro factum sit nomem domini nostri ihesum christi benedictum in eternum et ultra tria altaria sunt in capella et est excisa in petra de rupe sicut et locus nativitatis passionis et resurrectionis et magna pars civitatis nazareth erat antiquitus excisa de rupe quod adhuc apparet est in ea adhuc synagoga sed in ecclesiam commutata in qua ihesu docenti traditus est liber ysaye prophete quando legit spiritus domini super me eo quod unxerit me et cetera est insuper in fine civitatis in ecclesia sancti gabrielis fons quidam qui ab incolis venerationi habetur de quo hausit aquam sepe ut dicitur puer ihesus ministrans dilecte matri sue,de seporo ad leucas contra austrum fere sed modicum declinando ad orientem est nasaret ciuitas galilee ila bene dicta in qua uirga de radice iesse facta ad eam angelica salutatione de spiritu sancto concepit uentris fructum benedictum iesum cristum distat autem ab accon per leucas est hodie in ea permanens locus in quo angelus gabriel beate uirgini atulit nuncium salutare dicens ei aue gratia plena dominus tecum benedicta tu in mulieribus plures missas dixi in loco isto imo ipso die scilicet annuntiationis quando fuit uerbum caro factum sit nomem domini nostri iesum cristi benedictum in eternum et ultra tria altaria sunt in capela et est excisa in petra de rupe sicut et locus naciuitatis passionis et resurrectionis et magna pars ciuitatis nasaret erat antiquitus excisa de rupe quod adhuc apparet est in ea adhuc sinagoga sed in ecclesiam comutata in qua iesu docenti traditus est liber isaie propete quando legit spiritus domini super me eo quod unxerit me et cetera est insuper in fine ciuitatis in ecclesia sancti gabrielis fons quidam qui ab incolis uenerationi habetur de quo hausit aquam sepe ut dicitur puer iesus ministrans dilecte matri sue
93,extra civitatem contra austrum forte quantum quater potest arcus iacere est locus qui appellatur saltus domini ubi volebant ihesum precipitare sed exivit de manibus eorum et subito ut ibidem ostenditur inventus est in latere montis oppositi ad iactum arcus et videntur ibidem lineamenta corporis et vestium lapidi impressa de monte isto videtur mons thabor et hermon minor et hermonum villa endor et naym et iezrahel et fere tota latitudo campi esdrelon magni,extra ciuitatem contra austrum forte quantum quater potest arcus iacere est locus qui appelatur saltus domini ubi uolebant iesum precipitare sed exiuit de manibus eorum et subito ut ibidem ostenditur inuentus est in latere montis oppositi ad iactum arcus et uidentur ibidem lineamenta corporis et uescium lapidi impressa de monte isto uidetur mons tabor et hermon minor et hermonum uila endor et naim et iesrahel et fere tota latitudo campi esdrelon magni
94,de nazareth leucis contra orientem est mons thabor in quo transfiguratus fuit dominus ubi hodie ostenduntur ruine trium tabernaculorum sive castrorum secundum desiderium petri constructorum sunt preterea ibidem ruine maxime palatiorum turrium et regalium edificiorum in quibus nunc latitant leones et bestie alie et sunt ibi venationes regie difficilem ascensum habet mons iste et est altus valde et aptus pro castro construendo in pede eius australi contra villam endor in via que deducit de syria in egyptum est locus ubi dicitur melchisedeth occurrisse abrahe revertenti a cede quatuor regum de confinio damasci ad pedem vero eius ex parte occidentis contra nazareth est capella constructa in loco in quo dominus de monte descendens dixit discipulis suis nemini dixeritis visionem donec filius hominis a mortuis resurgat,de nasaret leucis contra orientem est mons tabor in quo transfiguratus fuit dominus ubi hodie ostenduntur ruine trium tabernaculorum siue castrorum secundum desiderium petri constructorum sunt preterea ibidem ruine maxime palatiorum turrium et regalium edifitiorum in quibus nunc latitant leones et bestie alie et sunt ibi uenationes regie dificilem ascensum habet mons iste et est altus ualde et aptus pro castro construendo in pede eius australi contra uilam endor in uia que deducit de siria in egiptum est locus ubi dicitur melcisedet occurrisse abrahe reuertenti a cede quatuor regum de confinio damasci ad pedem uero eius ex parte occidentis contra nasaret est capela constructa in loco in quo dominus de monte descendens dixit discipulis suis nemini dixeritis uisionem donec filius hominis a mortuis resurgat
95,in pede eius orientali descendit torrens cyson ille in quo barach pugnavit contra sysaram et vicit eum et fugavit torrens iste cyson collectus de aquis pluvialibus montis thabor et hermon et hermonum descendit contra mare galilee et intrat illud iuxta castrum belueyr quod fuerat hospitalis sancti iohannis,in pede eius orientali descendit torrens cison ile in quo barac pugnauit contra sisaram et uicit eum et fugauit torrens iste cison colectus de aquis pluuialibus montis tabor et hermon et hermonum descendit contra mare galilee et intrat ilud iuxta castrum belueir quod fuerat hospitalis sancti iohannis
96,de monte thabor leuca contra eurum est villa endor in monte hermonum modico sita qui hermoniim non est mons per se sed quasi tumor quidam veniens de monte hermon contra montem thabor et illi se coniungens et in eo est villa endor sita de qua dicitur in psalmo disperierunt in endor in hac villa mansit mulier habens phitonem que ad instantiam saulis samuelem suscitavit ut dicitur regum penultimo qui sepultus fuit in ramatha sophim fere ad dietas de loco illo,de monte tabor leuca contra eurum est uila endor in monte hermonum modico sita qui hermoniim non est mons per se sed quasi tumor quidam ueniens de monte hermon contra montem tabor et ili se coniungens et in eo est uila endor sita de qua dicitur in psalmo disperierunt in endor in hac uila mansit mulier habens pitonem que ad instantiam saulis samautem suscitauit ut dicitur regum penultimo qui sepultus fuit in ramata sopim fere ad dietas de loco ilo
97,de nazareth leucis de monte thabor plus contra austrum est mons hermon minor in cuius latere aquilonali est civitas naym ante cuius portam dominus filium vidue suscitavit et extenditur mons iste in longitudine fere leucis contra mare galilee et terminatur non longe a loco isto ubi iordanis fluvius egreditur de mari galilee,de nasaret leucis de monte tabor plus contra austrum est mons hermon minor in cuius latere aquilonali est ciuitas naim ante cuius portam dominus filium uidue suscitauit et extenditur mons iste in longitudine fere leucis contra mare galilee et terminatur non longe a loco isto ubi iordanis fluuius egreditur de mari galilee
98,tercia divisio quarte orientalis in tertia divisione quarte orientalis que procedit contra nothum primo post accon occurrit prima pars montis carmeli ad leucas de accon ubi locus in quo helyas propheta occidit sacerdotes baal in torrente cyson ut dicitur regum qui etiam ibidem post modicum spacium mare magnum ingreditur leuca a civitate caypha sed fere ab acconensi et nota de isto torrente cyson quod licet in rei veritate videatur unus dupliciter tamen accipitur quia dupliciter currit aliqua enim pars eius currit contra orientem ad mare galylee aliqua currit contra occidentem ad mare magnum et hec diversitas cursus huius ex eo contingit quod mons thabor et mons hermon cum non longe distent ab invicem transmittunt ad se mutuo tumorem quendam ut videantur quasi continuari in pede motis utriusque qui tumor maior est ex parte montis hermon et vocatur hermoniim de quo dictum est supra in quo sita est villa endor et iste tumor impedit ne aque pluviales que cadunt in utroque monte descendant ad plagam unam omnes sed pars una descendit contra orientem et ingreditur mare galilee non longe a civitate bethsan in hoc torrente cyson pugnavit barach cum sysara ut dicitur iudicum alia pars descendit contra occidentem ad mare magnum et in hoc torrente cyson helyas interfecit sacerdotes baal ut dicitur regum ad istam tamen partem que contra occidentem fluit colliguntur aque multe de monte effraym et de locis samarie propinquis et de toto campo magno esdrelon et cayn monte et magedo,tertia diuisio quarte orientalis in tertia diuisione quarte orientalis que procedit contra notum primo post accon occurrit prima pars montis carmeli ad leucas de accon ubi locus in quo helias propeta occidit sacerdotes baal in torrente cison ut dicitur regum qui etiam ibidem post modicum spacium mare magnum ingreditur leuca a ciuitate caipa sed fere ab acconensi et nota de isto torrente cison quod licet in rei ueritate uideatur unus dupliciter tamen accipitur quia dupliciter currit aliqua enim pars eius currit contra orientem ad mare galilee aliqua currit contra occidentem ad mare magnum et hec diuersitas cursus huius ex eo contingit quod mons tabor et mons hermon cum non longe distent ab inuicem transmitunt ad se mutuo tumorem quendam ut uideantur quasi continuari in pede motis utriusque qui tumor maior est ex parte montis hermon et uocatur hermoniim de quo dictum est supra in quo sita est uila endor et iste tumor impedit ne aque pluuiales que cadunt in utroque monte descendant ad plagam unam omnes sed pars una descendit contra orientem et ingreditur mare galilee non longe a ciuitate betsan in hoc torrente cison pugnauit barac cum sisara ut dicitur iudicum alia pars descendit contra occidentem ad mare magnum et in hoc torrente cison helias interfecit sacerdotes baal ut dicitur regum ad istam tamen partem que contra occidentem fluit coliguntur aque multe de monte efraim et de locis samarie propinquis et de toto campo magno esdrelon et cain monte et magedo
99,de loco interfectionis sacerdotum baal ad leucas contra austrum est castellum caynmontis dictum in pede extremo montis carmeli ubi lamech ut dicitur cayn sagitta interfecit ut dicitur genesis occidi virum in vulnus meum et cetera,de loco interfectionis sacerdotum baal ad leucas contra austrum est castelum cainmontis dictum in pede extremo montis carmeli ubi lamec ut dicitur cain sagita interfecit ut dicitur genesis occidi uirum in uulnus meum et cetera
100,de cayn monte leucis contra austrum est magedo quod nunc suburbe dicitur ubi mortuus fuit ochozias rex iuda quando iesu rex israel vulneraverat iuxta iezrahel in ascensu gaber quando ioram regem israel sagitta interfecit et proici fecit in agrum naboth iezrahelite in hoc edom magedo occisus est iosias rex iuda a phenone rege egypti quando proficiscebatur ad flumen eufraten et nota quod campus magedo et esdrelon et planicies galilee unum est et idem sed nomina omnia alia quieverunt et appellatur nunc communiter campus fabe propter quod castellum faba dictum est quod distat a civitate affech quantum ter iacere potest arcus est autem in rei veritate campus galylee que cingitur ab oriente mari galilee et iordane ab austro monte effraym et samaria ab occidente partim monte effraym partim monte carmelo ab aquilone montibus phenicie et lybano et videtur campus iste habere in longitudine leucas fere in latitudine vel amplius in partibus aliquibus fertilis supra modum in frumento vino et oleo et habundans omnibus bonis mundi ita quod videtur mihi quod terram non viderim meliorem si meritis et peccatis nostris non impedientibus eam possent colere christiani,de cain monte leucis contra austrum est magedo quod nunc suburbe dicitur ubi mortuus fuit ocosias rex iuda quando iesu rex isrel uulnerauerat iuxta iesrahel in ascensu gaber quando ioram regem isrel sagita interfecit et proici fecit in agrum nabot iesrahelite in hoc edom magedo occisus est iosias rex iuda a penone rege egipti quando proficiscebatur ad flumen eufraten et nota quod campus magedo et esdrelon et planicies galilee unum est et idem sed nomina omnia alia quieuerunt et appelatur nunc comuniter campus fabe propter quod castelum faba dictum est quod distat a ciuitate afec quantum ter iacere potest arcus est autem in rei ueritate campus galilee que cingitur ab oriente mari galilee et iordane ab austro monte efraim et samaria ab occidente partim monte efraim partim monte carmelo ab aquilone montibus penicie et libano et uidetur campus iste habere in longitudine leucas fere in latitudine aut amplius in partibus aliquibus fertilis supra modum in frumento uino et oleo et habundans omnibus bonis mundi ita quod uidetur mii quod terram non uiderim meliorem si meritis et peccatis nostris non impedientibus eam possent colere cristiani
101,de cayn monte contra orientem leucis et amplius casale mesrha in torrente cyson per leucam a pede montis hermon de mesrha leuca contra austrum est castellum quod dicitur faba ad cuius latus occidentale extra viam que ducit iezrahel ad dextram ostenduntur ruine civitatis affech quantum ter iacere potest arcus extra viam ubi syri pugnaverunt contra achab regem israel quando dixerunt dii montium sunt dii eorum pugnemus cum eis in vallibus,de cain monte contra orientem leucis et amplius casale mesrha in torrente cison per leucam a pede montis hermon de mesrha leuca contra austrum est castelum quod dicitur faba ad cuius latus occidentale extra uiam que ducit iesrahel ad dextram ostenduntur ruine ciuitatis afec quantum ter iacere potest arcus extra uiam ubi siri pugnauerunt contra acab regem isrel quando dixerunt dii moncium sunt dii eorum pugnemus cum eis in ualibus
102,de affech ad leucam contra orientem ad sinistram iuxta viam que ducit iezrahel in latere australi montis hermon synam civitas ostenditur quam frequentare solebat heliseus vadens de carmelo ad galgala vel iordanem erat enim illa planior via eunti in iericho ubi cum filiis prophetarum morabatur vadens de carmelo per synam in bothsam et inde per campestria iordanis usque jericho unde et in regum dicitur quod cum vellet ire ad iordanem oportebat eum transire per synam et hac occasione eam frequentabat de ipsa etiam civitate eadem dicitur mulier mortuo filio suo venit ad eum in monte carmeli qui distat per leucas de loco illo huius filium heliseus suscitavit ibi castra metati sunt philistiim quando saul venit in gelboe de ista civitate synam fuit abygat sunamitis que senem regem david calefecit dormiens in sinu eius,de afec ad leucam contra orientem ad sinistram iuxta uiam que ducit iesrahel in latere australi montis hermon sinam ciuitas ostenditur quam frequentare solebat heliseus uadens de carmelo ad galgala aut iordanem erat enim ila planior uia eunti in ierico ubi cum filiis propetarum morabatur uadens de carmelo per sinam in botsam et inde per campestria iordanis usque ierico unde et in regum dicitur quod cum autet ire ad iordanem oportebat eum transire per sinam et hac occasione eam frequentabat de ipsa etiam ciuitate eadem dicitur mulier mortuo filio suo uenit ad eum in monte carmeli qui distat per leucas de loco ilo huius filium heliseus suscitauit ibi castra metati sunt pilistiim quando saul uenit in gelboe de ista ciuitate sinam fuit abigat sunamitis que senem regem dauid calefecit dormiens in sinu eius
103,de synam leucis contra orientem fere sed parum declinando ad austrum est bethsan civitas inter montem gelboe et iordanem dimidia tamen leuca a iordane in cuius muro philistiim suspenderunt cadavera saul et filiorum eius in monte gelboe occisorum dicebatur aliquando scitopolis ut dicit iosephus sed nunc ab omnibus bethsan appellatur et est locus delicatus valdesupra hanc contra occidentem eminet mons gelboe extendens se contra occidentem usque in iezrahel ad leucas,de sinam leucis contra orientem fere sed parum declinando ad austrum est betsan ciuitas inter montem gelboe et iordanem dimidia tamen leuca a iordane in cuius muro pilistiim suspenderunt cadauera saul et filiorum eius in monte gelboe occisorum dicebatur aliquando scitopolis ut dicit iosepus sed nunc ab omnibus betsan appelatur et est locus delicatus ualdesupra hanc contra occidentem eminet mons gelboe extendens se contra occidentem usque in iesrahel ad leucas
104,de bethsan ad leucas contra occidentem oritur fons magnus leucis supra bethsan qui dicitur fons iezrahel regum ubi philistiim posuerunt castra sua cum esset saul in gelboe inter ipsum fontem et bethsan,de betsan ad leucas contra occidentem oritur fons magnus leucis supra betsan qui dicitur fons iesrahel regum ubi pilistiim posuerunt castra sua cum esset saul in gelboe inter ipsum fontem et betsan
105,de fonte isto ad modicum fere quantum bis potest arcus iacere est civitas iezrael in loco aliquantulum elevato sita quondam una regalium civitatum in israel sed hodie vix habet domos et dicitur hodie zaraliim et est in pede montis gelboe ad occidentem sita ante cuius introitum adhuc ostenditur ager naboth jezrahelite et distat  leucis modicis a civitate sunam que est ab ipsa contra aquilonem in latere australi montis hermon,de fonte isto ad modicum fere quantum bis potest arcus iacere est ciuitas iesrel in loco aliquantulum eleuato sita quondam una regalium ciuitatum in isrel sed hodie uix habet domos et dicitur hodie saraliim et est in pede montis gelboe ad occidentem sita ante cuius introitum adhuc ostenditur ager nabot iesrahelite et distat  leucis modicis a ciuitate sunam que est ab ipsa contra aquilonem in latere australi montis hermon
106,isti duo montes scilicet mons hermon et mons gelboe ita sunt dispositi ut mons gelboe sit ab austro et hermon ab aquilone et duarum modicarum leucarum spacium sit inter eos longitudo vero eorum protenditur ab oriente in occidentem et terminatur ab oriente ambo in iordane longi leucis vel plus,isti duo montes scilicet mons hermon et mons gelboe ita sunt dispositi ut mons gelboe sit ab austro et hermon ab aquilone et duarum modicarum leucarum spacium sit inter eos longitudo uero eorum protenditur ab oriente in occidentem et terminatur ab oriente ambo in iordane longi leucis aut plus
107,in planicie vero intermedia multi etiam magni habiti sunt conflictus ibi enim pugnavit gedeon contra madian item saul contra philistiim item achab contra syros modernis etiam diebus tartari ibidem confluxerunt contra sarracenos,in planicie uero intermedia multi etiam magni habiti sunt conflictus ibi enim pugnauit gedeon contra madian item saul contra pilistiim item acab contra siros modernis etiam diebus tartari ibidem confluxerunt contra sarracenos
108,nota autem de isto monte hermon quod est adhuc alius mons eiusdem nominis supra regionem traconitidem iuxta montem suanir qui est multo maior et altior isto et ille est de quo scriptura in multis locis loquitur non iste,nota autem de isto monte hermon quod est adhuc alius mons eiusdem nominis supra regionem traconitidem iuxta montem suanir qui est multo maior et altior isto et ile est de quo scriptura in multis locis loquitur non iste
109,in planicie vero que est inter montes istos incipit convallis que dicitur illustris propter sui amenitatem et fertilitatem et extenditur a loco isto per totum descensum iordanis usque ad mare mortuum sed et ipsum mare mortuum antequam dominus subverteret sodomam et gomorram erat convallis illustris que universa irrigabatur sicut paradysus et sicut egyptus ut dicitur genesis convallis illustris sive aulon a bethsan incipit et in sodomis terminatur per longum stadiorum per latum vero habet stadia in latere quolibet iordanis qui per medium eius fluit,in planicie uero que est inter montes istos incipit conualis que dicitur ilustris propter sui amenitatem et fertilitatem et extenditur a loco isto per totum descensum iordanis usque ad mare mortuum sed et ipsum mare mortuum antequam dominus subuerteret sodomam et gomorram erat conualis ilustris que uniuersa irrigabatur sicut paradisus et sicut egiptus ut dicitur genesis conualis ilustris siue aulon a betsan incipit et in sodomis terminatur per longum stadiorum per latum uero habet stadia in latere quolibet iordanis qui per medium eius fluit
110,iezrael autem pulchrum habet perspeculum per totam galileam usque ad carmelum et montes phenicie montemque thabor et galaad ultra iordanem et totum montem effraym usque ad carmelum,iesrel autem pulcrum habet perspeculum per totam galileam usque ad carmelum et montes penicie montemque tabor et galaad ultra iordanem et totum montem efraim usque ad carmelum
111,iter autem de monte galaad versus iezrahel est in latere australi montis gelboe per viam valde planam de iordane per ennon et salim ubi erat iohannes baptizans et per hanc viam venit iheu de ramach galaad quando dixit speculator video ego globum,iter autem de monte galaad uersus iesrahel est in latere australi montis gelboe per uiam ualde planam de iordane per ennon et salim ubi erat iohannes baptisans et per hanc uiam uenit ieu de ramac galaad quando dixit speculator uideo ego globum
112,nec est uerum quod dicunt quidam quod nec ros nec pluvia veniat super montes gelboe quia cum in die beati martini ibi essem venit super me pluvia ita quod usque ad carnem fui madefactus sed et vallis de ipsis pluviis repleta fuit aquis alia eciam vice per noctem dormivi in eodem monte sub divo cum aliis multis et fuimus omnes infusi rore supra modum hoc fuit anno domino verum tamen est quod in quibusdam locis petrosi sunt et aridi et steriles sicut alii montes israel,nec est uerum quod dicunt quidam quod nec ros nec pluuia ueniat super montes gelboe quia cum in die beati martini ibi essem uenit super me pluuia ita quod usque ad carnem fui madefactus sed et ualis de ipsis pluuiis repleta fuit aquis alia etiam uice per noctem dormiui in eodem monte sub diuo cum aliis multis et fuimus omnes infusi rore supra modum hoc fuit anno domino uerum tamen est quod in quibusdam locis petrosi sunt et aridi et steriles sicut alii montes isrel
113,de iezrahel leucis contra austrum est gynim oppidum muratum quidem sed collapsum situm in pede montis effraym a quo oppido incipit samaria et terminatur galilea de gynnim usque ad iordanem sunt fere leuce contra orientem et illi parti ab austro coniungitur terra taphue que habet montes valde altos,de iesrahel leucis contra austrum est ginim oppidum muratum quidem sed colapsum situm in pede montis efraim a quo oppido incipit samaria et terminatur galilea de ginnim usque ad iordanem sunt fere leuce contra orientem et ili parti ab austro coniungitur terra tapue que habet montes ualde altos
114,de gynim contra austrum leucis est civitas sebaste que quondam samaria dicebatur cum esset caput regni tribuum que israel dicebantur nunc peccatis exigentibus nec unam habet domum nisi duas ecclesias constructas quidem in honore sancti iohannis baptiste sed de una que principalis erat et sedes kathedralis sarraceni sibi fecerunt marmoream et maxime de sepulchro eiusdem sancti iohannis quod de marmore fuit factum instar sepulchri domini ubi idem sanctus inter heliseum et abdyam prophetam fuerat sepultus ista ecclesia est in latere montis posita in descensu,de ginim contra austrum leucis est ciuitas sebaste que quondam samaria dicebatur cum esset caput regni tribuum que isrel dicebantur nunc peccatis exigentibus nec unam habet domum nisi duas ecclesias constructas quidem in honore sancti iohannis baptiste sed de una que principalis erat et sedes katedralis sarraceni sibi fecerunt marmoream et maxime de sepulcro eiusdem sancti iohannis quod de marmore fuit factum instar sepulcri domini ubi idem sanctus inter heliseum et abdiam propetam fuerat sepultus ista ecclesia est in latere montis posita in descensu
115,sarraceni autem beatum iohannem multum honorant post christum et beatam virginem de ipso magna sencientes dicunt enim christum veraciter esse filium dei deum tamen esse negant beatam virginem dicunt de spiritu sancto concepisse virginem peperisse et virginem permansisse iohannem vero dicunt maximum et sanctissimum fuisse prophetarum machumetum dicunt nuncium dei fuisse et ad se tantum a deo missum hec ego legi in alcorano qui est liber legis eorum,sarraceni autem beatum iohannem multum honorant post cristum et beatam uirginem de ipso magna sencientes dicunt enim cristum ueraciter esse filium dei deum tamen esse negant beatam uirginem dicunt de spiritu sancto concepisse uirginem peperisse et uirginem permansisse iohannem uero dicunt maximum et sanctissimum fuisse propetarum macumetum dicunt nuncium dei fuisse et ad se tantum a deo missum hec ego legi in alcorano qui est liber legis eorum
116,alia ecclesia est in supercilio montis ubi erat palacium regis hanc greci inhabitant monachi christiani qui me benigne receperunt et paverunt in ista ecclesia idem greci ostendunt locum ubi iohannem incarceratum dicunt fuisse et decollatum ab herode quod ego frivolum reputo quia cronica et iosephus et legende sanctorum et magister in hystoriis et hystoria ecclesiastica communiter ac concorditer dicunt eum in macherunta que hodie haylon dicitur et est ultra iordanem quam et vidi eum fuisse decollatum preterea herodes iste qui iohannem decollavit erat tetrarcha galilee et regionis trans flumen que est terra galaad sive duarum tribuum et non potestatis habuit in samaria quia illa erat de procuratione pylati sicut iherusalem et iudea unde iohannem ibi nec incarcerare potuit nec decollare quia nichil habuit ibi iuris decollato tamen eo est in macheronta ut dictum est corpus eius a discipulis in samaria est humatum inter prophetas predictos caput vero ierosolimis est sepultum,alia ecclesia est in supercilio montis ubi erat palacium regis hanc greci inhabitant monaci cristiani qui me benigne receperunt et pauerunt in ista ecclesia idem greci ostendunt locum ubi iohannem incarceratum dicunt fuisse et decolatum ab herode quod ego friuolum reputo quia cronica et iosepus et legende sanctorum et magister in historiis et historia ecclesiastica comuniter ac concorditer dicunt eum in macerunta que hodie hailon dicitur et est ultra iordanem quam et uidi eum fuisse decolatum preterea herodes iste qui iohannem decolauit erat tetrarca galilee et regionis trans flumen que est terra galaad siue duarum tribuum et non potestatis habuit in samaria quia ila erat de procuratione pilati sicut ierusalem et iudea unde iohannem ibi nec incarcerare potuit nec decolare quia nicil habuit ibi iuris decolato tamen eo est in maceronta ut dictum est corpus eius a discipulis in samaria est humatum inter propetas predictos caput uero ierosolimis est sepultum
117,tales autem ruinas non vidi in terra sancta sicut in samaria cum tamen multas et magnas viderim nec fuit ita disposita civitas sicut magister in hystoriis videtur velle super verbo illo si sufficere poterit pulvis samarie pugillis omnis populi qui sequitur me videtur enim sentire quod murus civitatis et superficies montis fuerint equales et desuper edificia constructa quod non erat immo murus civitatis erat in pede montis munitus valde turribus fortissimis et mons interius paulatim in altum surgens et circumsitus edificiis sicut botrus aliquis uvis consitus et erectus crescens paulatim in acumen regio vero erat supra in ipso monte pulchra nimis ubi videntur adhuc columpne marmoree multe nimis que sustantabant palacia et deambulatoria et in circuitu montis infra sub regia et sub mansionibus nobilium in loco ubi erat platea communis sive forum rerum venalium adhuc fere per totum circuitum montis inveniuntur columpne marmoree stantes altrinsecus que continebant testitudines platearum quia placee civitatis testudinate erant secundum morem terre sancte breviter nescio quid magni non possit dici de civitate ista que ad tantam miseriam nunc devenit ut in rei veritate sic ortus olerum sicut achab rex eius facere decreverat de vinea naboch iezrahelite eo quod esset prope domum suam et revera nunc iusto dicitur iudicio non solum vinea sed et palacium ipsum regis est in ortum olerum commutatum,tales autem ruinas non uidi in terra sancta sicut in samaria cum tamen multas et magnas uiderim nec fuit ita disposita ciuitas sicut magister in historiis uidetur aute super uerbo ilo si suficere poterit puluis samarie pugilis omnis populi qui sequitur me uidetur enim sentire quod murus ciuitatis et superficies montis fuerint equales et desuper edifitia constructa quod non erat imo murus ciuitatis erat in pede montis munitus ualde turribus fortissimis et mons interius paulatim in altum surgens et circumsitus edificiis sicut botrus aliquis uuis consitus et erectus crescens paulatim in acumen regio uero erat supra in ipso monte pulcra nimis ubi uidentur adhuc columpne marmoree multe nimis que sustantabant palatia et deambulatoria et in circuitu montis infra sub regia et sub mansionibus nobilium in loco ubi erat platea comunis siue forum rerum uenalium adhuc fere per totum circuitum montis inueniuntur columpne marmoree stantes altrinsecus que continebant testitudines platearum quia placee ciuitatis testudinate erant secundum morem terre sancte breuiter nestio quid magni non possit dici de ciuitate ista que ad tantam miseriam nunc deuenit ut in rei ueritate sic ortus olerum sicut acab rex eius facere decreuerat de uinea naboc iesrahelite eo quod esset prope domum suam et reuera nunc iusto dicitur iuditio non solum uinea sed et palacium ipsum regis est in ortum olerum comutatum
118,situs huius civitatis valde pulcher erat erat enim inde prospectus usque ad mare iopes et antipatridam et cesaream palestine per totum quoque montem effraym usque ramatha sophim et ad carmelum maris iuxta accon et habundat fontibus et ortis et olivis et bonis omnibus que requirit mundus iste,situs huius ciuitatis ualde pulcer erat erat enim inde prospectus usque ad mare iopes et antipatridam et cesaream palestine per totum quoque montem efraim usque ramata sopim et ad carmelum maris iuxta accon et habundat fontibus et ortis et oliuis et bonis omnibus que requirit mundus iste
119,de samaria leucis contra orientem sita est tersa civitas in monte alto in qua reges israel ante constructionem samarie aliquanto tempore regnaverunt et erat in sorte manasse,de samaria leucis contra orientem sita est tersa ciuitas in monte alto in qua reges isrel ante constructionem samarie aliquanto tempore regnauerunt et erat in sorte manasse
120,de tersa leucis contra orientem in via qua itur ad iordanem est terra taphue que inter ceteros montes habet unum valde altum hoc similiter fuit de sorte manasse et protenditur usque ad campestria iordanis contra macheronta,de tersa leucis contra orientem in uia qua itur ad iordanem est terra tapue que inter ceteros montes habet unum ualde altum hoc similiter fuit de sorte manasse et protenditur usque ad campestria iordanis contra maceronta
121,de samaria leucis contra austrum iuxta viam que ducit sychen in monte alto ad dexteram est mons bethel in quo jeroboam filius nabach posuit unum de vitulis aureis quibus peccare fecit israel sarraceni corrumpti appellant locum istum bethel nescientes dicunt bethel,de samaria leucis contra austrum iuxta uiam que ducit sicen in monte alto ad dexteram est mons betel in quo ieroboam filius nabac posuit unum de uitulis aureis quibus peccare fecit isrel sarraceni corrumpti appelant locum istum betel nescientes dicunt betel
122,inde ad dimidiam leucam ad sinistram supra viam est alius mons altior priore qui vocatur dan supra civitatem sychen in quo dicunt quidam quod alius vitulus aureus positus fuerit sed quidam dicunt quod in civitate dan que nunc belonas sive cesarea philippi dicitur et hoc videtur ieronimus potius velle eligat quis quod voluerit certum tamen est quod mons iste dan vocatur inter istos duos montes sita est civitas quedam hodie neapolis dicta amenitate nimia et deliciis habundans sed munita non est nec muniri potest ullo modo nec aliud restat nisi quod hostibus accedentibus ad portam unam habitatores fugiant per aliam si fuerint pauciores est autem in valle media sita inter montes altissimos ita ut intus iactare possit aliquis cum lapide manuali,inde ad dimidiam leucam ad sinistram supra uiam est alius mons altior priore qui uocatur dan supra ciuitatem sicen in quo dicunt quidam quod alius uitulus aureus positus fuerit sed quidam dicunt quod in ciuitate dan que nunc belonas siue cesarea pilippi dicitur et hoc uidetur ieronimus pocius aute eligat quis quod uoluerit certum tamen est quod mons iste dan uocatur inter istos duos montes sita est ciuitas quedam hodie neapolis dicta amenitate nimia et deliciis habundans sed munita non est nec muniri potest ulo modo nec aliud restat nisi quod hostibus accedentibus ad portam unam habitatores fugiant per aliam si fuerint pautiores est autem in uale media sita inter montes altissimos ita ut intus iactare possit aliquis cum lapide manuali
123,de porta eius australi quantum fere bis iacere potest arcus est fons jacob in via que ducit ierusalem ubi dominus sedens super puteum potum petivit a samaritana,de porta eius australi quantum fere bis iacere potest arcus est fons iacob in uia que ducit ierusalem ubi dominus sedens super puteum potum peciuit a samaritana
